species,plot,endo_01,id,origin_01,dist_a,dist_b,birth,endo_status_from_check,year_t,size_t,flw_count_t,spike_a_t,spike_b_t,spike_c_t,spike_d_t,year_t1,surv_t1,size_t1,flw_count_t1,spike_a_t1,spike_b_t1,spike_c_t1,spike_d_t1
FESU,130,1,130_179,1,2.838,1.796,2014,NA,2014,1,NA,NA,NA,NA,NA,2015,1,2,0,NA,NA,NA,NA
FESU,130,1,130_179,1,2.838,1.796,2014,NA,2015,2,0,NA,NA,NA,NA,2016,1,1,0,NA,NA,NA,NA
FESU,130,1,130_179,1,2.838,1.796,2014,NA,2016,1,0,NA,NA,NA,NA,2017,1,1,0,NA,NA,NA,NA
FESU,130,1,130_179,1,2.838,1.796,2014,NA,2017,1,0,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_18,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_180,1,NA,NA,2014,NA,2014,1,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_181,1,NA,NA,2014,NA,2014,1,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_182,1,NA,NA,2014,NA,2014,1,NA,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_183,1,NA,NA,2014,NA,2014,1,NA,NA,NA,NA,NA,2015,1,1,0,NA,NA,NA,NA
FESU,130,1,130_183,1,NA,NA,2014,NA,2015,1,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_184,1,NA,NA,2015,NA,2015,1,NA,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_185,1,NA,NA,2015,NA,2015,1,NA,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_186,1,NA,NA,2015,NA,2015,1,NA,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_187,1,1.745,1.492,2017,NA,2016,NA,NA,NA,NA,NA,NA,2017,1,1,NA,NA,NA,NA,NA
FESU,130,1,130_187,1,1.745,1.492,2017,NA,2017,1,NA,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_188,1,1.881,1.387,2017,NA,2016,NA,NA,NA,NA,NA,NA,2017,1,1,NA,NA,NA,NA,NA
FESU,130,1,130_188,1,1.881,1.387,2017,NA,2017,1,NA,NA,NA,NA,NA,2018,1,1,0,NA,NA,NA,NA
FESU,130,1,130_189,1,1.955,1.03,2017,NA,2016,NA,NA,NA,NA,NA,NA,2017,1,1,NA,NA,NA,NA,NA
FESU,130,1,130_189,1,1.955,1.03,2017,NA,2017,1,NA,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_19,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_190,1,2.519,1.561,2017,NA,2016,NA,NA,NA,NA,NA,NA,2017,1,1,NA,NA,NA,NA,NA
FESU,130,1,130_190,1,2.519,1.561,2017,NA,2017,1,NA,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_191,1,2.635,1.102,2017,NA,2016,NA,NA,NA,NA,NA,NA,2017,1,1,NA,NA,NA,NA,NA
FESU,130,1,130_191,1,2.635,1.102,2017,NA,2017,1,NA,NA,NA,NA,NA,2018,1,3,1,11,NA,NA,NA
FESU,130,1,130_2,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_20,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_21,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_22,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,2,0,NA,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2011,2,0,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2012,1,0,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2013,1,0,NA,NA,NA,NA,2014,1,13,1,16,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2014,13,1,16,NA,NA,NA,2015,1,12,1,11,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2015,12,1,11,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2016,4,0,NA,NA,NA,NA,2017,1,2,0,NA,NA,NA,NA
FESU,130,1,130_23,1,1.743,1.979,2010,NA,2017,2,0,NA,NA,NA,NA,2018,1,2,0,NA,NA,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,3,0,NA,NA,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2011,3,0,NA,NA,NA,NA,2012,1,3,1,NA,NA,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2012,3,1,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2013,2,0,NA,NA,NA,NA,2014,1,10,0,NA,NA,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2014,10,0,NA,NA,NA,NA,2015,1,5,2,13,15,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2015,5,2,13,15,NA,NA,2016,1,6,2,5,16,NA,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2016,6,2,5,16,NA,NA,2017,1,18,9,18,20,16,NA
FESU,130,1,130_24,1,2.265,1.548,2010,NA,2017,18,9,18,20,16,NA,2018,1,4,0,NA,NA,NA,NA
FESU,130,1,130_25,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,3,0,NA,NA,NA,NA
FESU,130,1,130_25,1,NA,NA,2010,NA,2011,3,0,NA,NA,NA,NA,2012,1,2,0,NA,NA,NA,NA
FESU,130,1,130_25,1,NA,NA,2010,NA,2012,2,0,NA,NA,NA,NA,2013,1,3,0,NA,NA,NA,NA
FESU,130,1,130_25,1,NA,NA,2010,NA,2013,3,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_26,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,3,0,NA,NA,NA,NA
FESU,130,1,130_26,1,NA,NA,2010,NA,2011,3,0,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_27,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_28,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_29,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_3,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_30,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_31,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,1,0,NA,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2011,1,0,NA,NA,NA,NA,2012,1,3,0,NA,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2012,3,0,NA,NA,NA,NA,2013,1,5,1,11,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2013,5,1,11,NA,NA,NA,2014,1,5,0,NA,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2014,5,0,NA,NA,NA,NA,2015,1,5,0,NA,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2015,5,0,NA,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2016,4,0,NA,NA,NA,NA,2017,1,6,1,4,NA,NA,NA
FESU,130,1,130_32,1,2.635,1.476,2010,NA,2017,6,1,4,NA,NA,NA,2018,1,6,1,NA,NA,NA,NA
FESU,130,1,130_33,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_34,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_35,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_36,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_37,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_38,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_39,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_4,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_40,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_41,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_42,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_43,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_44,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_45,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_46,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_47,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_48,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_49,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_5,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,2,0,NA,NA,NA,NA
FESU,130,1,130_5,1,NA,NA,2010,NA,2011,2,0,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_5,1,NA,NA,2010,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_50,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_51,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_52,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_53,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_54,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_54,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
FESU,130,1,130_54,1,NA,NA,2011,NA,2013,2,0,NA,NA,NA,NA,2014,1,5,0,NA,NA,NA,NA
FESU,130,1,130_54,1,NA,NA,2011,NA,2014,5,0,NA,NA,NA,NA,2015,1,9,3,13,12,NA,NA
FESU,130,1,130_54,1,NA,NA,2011,NA,2015,9,3,13,12,NA,NA,2016,1,7,2,11,14,NA,NA
FESU,130,1,130_54,1,NA,NA,2011,NA,2016,7,2,11,14,NA,NA,2017,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_55,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,3,0,NA,NA,NA,NA
FESU,130,1,130_55,1,NA,NA,2011,NA,2012,3,0,NA,NA,NA,NA,2013,1,5,0,NA,NA,NA,NA
FESU,130,1,130_55,1,NA,NA,2011,NA,2013,5,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_56,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_57,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_58,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_59,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_6,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,1,0,NA,NA,NA,NA
FESU,130,1,130_6,1,NA,NA,2010,NA,2011,1,0,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_6,1,NA,NA,2010,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_60,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_61,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_62,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_63,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_64,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_64,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_65,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_65,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_66,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_66,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_67,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_68,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_68,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_69,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_69,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_7,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,1,0,NA,NA,NA,NA
FESU,130,1,130_7,1,NA,NA,2010,NA,2011,1,0,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_7,1,NA,NA,2010,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_70,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_70,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2012,1,0,NA,NA,NA,NA,2013,1,6,1,13,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2013,6,1,13,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2014,2,0,NA,NA,NA,NA,2015,1,5,1,20,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2015,5,1,20,NA,NA,NA,2016,1,2,0,NA,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2016,2,0,NA,NA,NA,NA,2017,1,5,0,NA,NA,NA,NA
FESU,130,1,130_71,1,1.758,1.751,2011,NA,2017,5,0,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_72,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_73,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_73,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_74,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,2,0,NA,NA,NA,NA
FESU,130,1,130_74,1,NA,NA,2011,NA,2012,2,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_75,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_75,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
FESU,130,1,130_75,1,NA,NA,2011,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_76,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_76,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_77,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,2,0,NA,NA,NA,NA
FESU,130,1,130_77,1,NA,NA,2011,NA,2012,2,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_78,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_79,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_79,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_8,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,1,1,0,NA,NA,NA,NA
FESU,130,1,130_8,1,NA,NA,2010,NA,2011,1,0,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_80,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_81,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_82,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,7,3,NA,NA,NA,NA
FESU,130,1,130_82,1,NA,NA,2011,NA,2012,7,3,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_83,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_84,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,2,0,NA,NA,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2012,2,0,NA,NA,NA,NA,2013,1,6,3,6,21,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2013,6,3,6,21,NA,NA,2014,1,6,0,NA,NA,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2014,6,0,NA,NA,NA,NA,2015,1,14,4,11,22,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2015,14,4,11,22,NA,NA,2016,1,7,0,NA,NA,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2016,7,0,NA,NA,NA,NA,2017,1,4,0,NA,NA,NA,NA
FESU,130,1,130_85,1,2.453,1.328,2011,NA,2017,4,0,NA,NA,NA,NA,2018,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_86,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_87,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_88,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_89,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_9,1,NA,NA,2010,NA,2010,1,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_90,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,2,0,NA,NA,NA,NA
FESU,130,1,130_90,1,NA,NA,2011,NA,2012,2,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,4,0,NA,NA,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2012,4,0,NA,NA,NA,NA,2013,1,2,1,11,NA,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2013,2,1,11,NA,NA,NA,2014,1,2,0,NA,NA,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2014,2,0,NA,NA,NA,NA,2015,1,3,0,NA,NA,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2015,3,0,NA,NA,NA,NA,2016,1,4,0,NA,NA,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2016,4,0,NA,NA,NA,NA,2017,1,4,2,12,14,NA,NA
FESU,130,1,130_91,1,2.314,1.714,2011,NA,2017,4,2,12,14,NA,NA,2018,1,5,0,NA,NA,NA,NA
FESU,130,1,130_92,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_92,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_93,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,4,2,NA,NA,NA,NA
FESU,130,1,130_93,1,NA,NA,2011,NA,2012,4,2,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
FESU,130,1,130_93,1,NA,NA,2011,NA,2013,2,0,NA,NA,NA,NA,2014,1,5,0,NA,NA,NA,NA
FESU,130,1,130_93,1,NA,NA,2011,NA,2014,5,0,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA
FESU,130,1,130_93,1,NA,NA,2011,NA,2015,4,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_94,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_95,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_95,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
FESU,130,1,130_95,1,NA,NA,2011,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_96,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_96,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2012,1,0,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2013,1,0,NA,NA,NA,NA,2014,1,1,0,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2014,1,0,NA,NA,NA,NA,2015,1,1,0,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2015,1,0,NA,NA,NA,NA,2016,1,1,0,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2016,1,0,NA,NA,NA,NA,2017,1,3,0,NA,NA,NA,NA
FESU,130,1,130_97,1,2.95,1.708,2011,NA,2017,3,0,NA,NA,NA,NA,2018,1,5,1,9,NA,NA,NA
FESU,130,1,130_98,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,1,0,NA,NA,NA,NA
FESU,130,1,130_98,1,NA,NA,2011,NA,2012,1,0,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
FESU,130,1,130_99,1,2.879,1.473,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,1,2,0,NA,NA,NA,NA
FESU,130,1,130_99,1,2.879,1.473,2011,NA,2012,2,0,NA,NA,NA,NA,2013,1,8,0,NA,NA,NA,NA
FESU,130,1,130_99,1,2.879,1.473,2011,NA,2013,8,0,NA,NA,NA,NA,2014,1,17,1,7,NA,NA,NA
FESU,130,1,130_99,1,2.879,1.473,2011,NA,2014,17,1,7,NA,NA,NA,2015,1,17,5,10,23,NA,NA
FESU,130,1,130_99,1,2.879,1.473,2011,NA,2015,17,5,10,23,NA,NA,2016,1,9,1,15,NA,NA,NA
FESU,130,1,130_99,1,2.879,1.473,2011,NA,2016,9,1,15,NA,NA,NA,2017,1,13,2,16,14,NA,NA
