species,plot,endo_01,id,origin_01,dist_a,dist_b,birth,endo_status_from_check,year_t,size_t,flw_count_t,spike_a_t,spike_b_t,spike_c_t,spike_d_t,year_t1,surv_t1,size_t1,flw_count_t1,spike_a_t1,spike_b_t1,spike_c_t1,spike_d_t1
AGPE,111,1,2201,0,NA,NA,2007,NA,2007,3,NA,NA,NA,NA,NA,2008,1,4,0,NA,NA,NA,NA
AGPE,111,1,2201,0,NA,NA,2007,NA,2008,4,0,NA,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2202,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,13,0,NA,NA,NA,NA
AGPE,111,1,2202,0,NA,NA,2007,1,2008,13,0,NA,NA,NA,NA,2009,1,7,5,NA,NA,NA,NA
AGPE,111,1,2202,0,NA,NA,2007,1,2009,7,5,NA,NA,NA,NA,2010,1,24,NA,NA,NA,NA,NA
AGPE,111,1,2202,0,NA,NA,2007,1,2010,24,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2203,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,7,0,NA,NA,NA,NA
AGPE,111,1,2203,0,NA,NA,2007,1,2008,7,0,NA,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2204,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,9,0,NA,NA,NA,NA
AGPE,111,1,2204,0,NA,NA,2007,1,2008,9,0,NA,NA,NA,NA,2009,1,3,1,NA,NA,NA,NA
AGPE,111,1,2204,0,NA,NA,2007,1,2009,3,1,NA,NA,NA,NA,2010,1,5,NA,NA,NA,NA,NA
AGPE,111,1,2204,0,NA,NA,2007,1,2010,5,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2205,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,11,0,NA,NA,NA,NA
AGPE,111,1,2205,0,NA,NA,2007,1,2008,11,0,NA,NA,NA,NA,2009,1,11,11,NA,NA,NA,NA
AGPE,111,1,2205,0,NA,NA,2007,1,2009,11,11,NA,NA,NA,NA,2010,1,30,NA,NA,NA,NA,NA
AGPE,111,1,2205,0,NA,NA,2007,1,2010,30,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2206,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,13,0,NA,NA,NA,NA
AGPE,111,1,2206,0,NA,NA,2007,1,2008,13,0,NA,NA,NA,NA,2009,1,20,18,NA,NA,NA,NA
AGPE,111,1,2206,0,NA,NA,2007,1,2009,20,18,NA,NA,NA,NA,2010,1,43,NA,NA,NA,NA,NA
AGPE,111,1,2206,0,NA,NA,2007,1,2010,43,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2207,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,7,1,NA,NA,NA,NA
AGPE,111,1,2207,0,NA,NA,2007,1,2008,7,1,NA,NA,NA,NA,2009,1,22,22,NA,NA,NA,NA
AGPE,111,1,2207,0,NA,NA,2007,1,2009,22,22,NA,NA,NA,NA,2010,1,46,NA,NA,NA,NA,NA
AGPE,111,1,2207,0,NA,NA,2007,1,2010,46,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2208,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,8,2,NA,NA,NA,NA
AGPE,111,1,2208,0,NA,NA,2007,1,2008,8,2,NA,NA,NA,NA,2009,1,22,22,NA,NA,NA,NA
AGPE,111,1,2208,0,NA,NA,2007,1,2009,22,22,NA,NA,NA,NA,2010,1,45,NA,NA,NA,NA,NA
AGPE,111,1,2208,0,NA,NA,2007,1,2010,45,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,11,5,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2008,11,5,NA,NA,NA,NA,2009,1,21,13,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2009,21,13,NA,NA,NA,NA,2010,1,31,NA,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2010,31,NA,NA,NA,NA,NA,2011,1,6,0,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2011,6,0,NA,NA,NA,NA,2012,1,24,2,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2012,24,2,NA,NA,NA,NA,2013,1,28,13,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2013,28,13,NA,NA,NA,NA,2014,1,54,12,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2014,54,12,NA,NA,NA,NA,2015,1,13,6,NA,NA,NA,NA
AGPE,111,1,2209,0,NA,NA,2007,1,2015,13,6,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2210,0,NA,NA,2007,NA,2007,3,NA,NA,NA,NA,NA,2008,1,10,0,NA,NA,NA,NA
AGPE,111,1,2210,0,NA,NA,2007,NA,2008,10,0,NA,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2211,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,14,1,NA,NA,NA,NA
AGPE,111,1,2211,0,NA,NA,2007,1,2008,14,1,NA,NA,NA,NA,2009,1,17,15,NA,NA,NA,NA
AGPE,111,1,2211,0,NA,NA,2007,1,2009,17,15,NA,NA,NA,NA,2010,1,20,NA,NA,NA,NA,NA
AGPE,111,1,2211,0,NA,NA,2007,1,2010,20,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2212,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,11,1,NA,NA,NA,NA
AGPE,111,1,2212,0,NA,NA,2007,1,2008,11,1,NA,NA,NA,NA,2009,1,20,20,NA,NA,NA,NA
AGPE,111,1,2212,0,NA,NA,2007,1,2009,20,20,NA,NA,NA,NA,2010,1,38,NA,NA,NA,NA,NA
AGPE,111,1,2212,0,NA,NA,2007,1,2010,38,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2213,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,7,0,NA,NA,NA,NA
AGPE,111,1,2213,0,NA,NA,2007,1,2008,7,0,NA,NA,NA,NA,2009,1,14,14,NA,NA,NA,NA
AGPE,111,1,2213,0,NA,NA,2007,1,2009,14,14,NA,NA,NA,NA,2010,1,26,NA,NA,NA,NA,NA
AGPE,111,1,2213,0,NA,NA,2007,1,2010,26,NA,NA,NA,NA,NA,2011,1,2,0,NA,NA,NA,NA
AGPE,111,1,2213,0,NA,NA,2007,1,2011,2,0,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2214,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,10,1,NA,NA,NA,NA
AGPE,111,1,2214,0,NA,NA,2007,1,2008,10,1,NA,NA,NA,NA,2009,1,14,14,NA,NA,NA,NA
AGPE,111,1,2214,0,NA,NA,2007,1,2009,14,14,NA,NA,NA,NA,2010,1,34,NA,NA,NA,NA,NA
AGPE,111,1,2214,0,NA,NA,2007,1,2010,34,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2215,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,7,1,NA,NA,NA,NA
AGPE,111,1,2215,0,NA,NA,2007,1,2008,7,1,NA,NA,NA,NA,2009,1,3,1,NA,NA,NA,NA
AGPE,111,1,2215,0,NA,NA,2007,1,2009,3,1,NA,NA,NA,NA,2010,1,6,NA,NA,NA,NA,NA
AGPE,111,1,2215,0,NA,NA,2007,1,2010,6,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2216,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,14,3,NA,NA,NA,NA
AGPE,111,1,2216,0,NA,NA,2007,1,2008,14,3,NA,NA,NA,NA,2009,1,15,15,NA,NA,NA,NA
AGPE,111,1,2216,0,NA,NA,2007,1,2009,15,15,NA,NA,NA,NA,2010,1,29,NA,NA,NA,NA,NA
AGPE,111,1,2216,0,NA,NA,2007,1,2010,29,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2217,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,14,7,NA,NA,NA,NA
AGPE,111,1,2217,0,NA,NA,2007,1,2008,14,7,NA,NA,NA,NA,2009,1,14,12,NA,NA,NA,NA
AGPE,111,1,2217,0,NA,NA,2007,1,2009,14,12,NA,NA,NA,NA,2010,1,5,NA,NA,NA,NA,NA
AGPE,111,1,2217,0,NA,NA,2007,1,2010,5,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2218,0,NA,NA,2007,1,2007,3,NA,NA,NA,NA,NA,2008,1,9,0,NA,NA,NA,NA
AGPE,111,1,2218,0,NA,NA,2007,1,2008,9,0,NA,NA,NA,NA,2009,1,23,21,NA,NA,NA,NA
AGPE,111,1,2218,0,NA,NA,2007,1,2009,23,21,NA,NA,NA,NA,2010,1,36,NA,NA,NA,NA,NA
AGPE,111,1,2218,0,NA,NA,2007,1,2010,36,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2219,0,NA,NA,2007,NA,2007,3,NA,NA,NA,NA,NA,2008,1,8,0,NA,NA,NA,NA
AGPE,111,1,2219,0,NA,NA,2007,NA,2008,8,0,NA,NA,NA,NA,2009,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,2220,0,NA,NA,2007,NA,2007,3,NA,NA,NA,NA,NA,2008,1,10,0,NA,NA,NA,NA
AGPE,111,1,2220,0,NA,NA,2007,NA,2008,10,0,NA,NA,NA,NA,2009,1,19,16,NA,NA,NA,NA
AGPE,111,1,2220,0,NA,NA,2007,NA,2009,19,16,NA,NA,NA,NA,2010,1,23,NA,NA,NA,NA,NA
AGPE,111,1,2220,0,NA,NA,2007,NA,2010,23,NA,NA,NA,NA,NA,2011,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_1,1,NA,NA,2009,NA,2009,1,NA,NA,NA,NA,NA,2010,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_10,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_100,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,1,4,2,NA,NA,NA,NA
AGPE,111,1,111_100,1,NA,NA,2012,NA,2013,4,2,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_101,1,NA,NA,2012,1,2012,4,NA,NA,NA,NA,NA,2013,1,8,3,NA,NA,NA,NA
AGPE,111,1,111_101,1,NA,NA,2012,1,2013,8,3,NA,NA,NA,NA,2014,1,8,3,NA,NA,NA,NA
AGPE,111,1,111_101,1,NA,NA,2012,1,2014,8,3,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_102,1,NA,NA,2012,1,2012,6,NA,NA,NA,NA,NA,2013,1,13,4,NA,NA,NA,NA
AGPE,111,1,111_102,1,NA,NA,2012,1,2013,13,4,NA,NA,NA,NA,2014,1,24,9,NA,NA,NA,NA
AGPE,111,1,111_102,1,NA,NA,2012,1,2014,24,9,NA,NA,NA,NA,2015,1,12,7,88,73,NA,NA
AGPE,111,1,111_102,1,NA,NA,2012,1,2015,12,7,88,73,NA,NA,2016,1,2,1,33,NA,NA,NA
AGPE,111,1,111_102,1,NA,NA,2012,1,2016,2,1,33,NA,NA,NA,2017,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_103,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
AGPE,111,1,111_103,1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,1,4,1,NA,NA,NA,NA
AGPE,111,1,111_103,1,NA,NA,2012,NA,2014,4,1,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_104,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_104,1,NA,NA,2012,NA,2013,2,0,NA,NA,NA,NA,2014,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_104,1,NA,NA,2012,NA,2014,3,1,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_105,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_106,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,1,3,0,NA,NA,NA,NA
AGPE,111,1,111_106,1,NA,NA,2012,NA,2013,3,0,NA,NA,NA,NA,2014,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_106,1,NA,NA,2012,NA,2014,3,1,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_107,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_108,1,2.729,1.562,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_108,1,2.729,1.562,2012,NA,2013,2,0,NA,NA,NA,NA,2014,1,11,2,NA,NA,NA,NA
AGPE,111,1,111_108,1,2.729,1.562,2012,NA,2014,11,2,NA,NA,NA,NA,2015,1,9,5,71,40,NA,NA
AGPE,111,1,111_108,1,2.729,1.562,2012,NA,2015,9,5,71,40,NA,NA,2016,1,3,0,NA,NA,NA,NA
AGPE,111,1,111_108,1,2.729,1.562,2012,NA,2016,3,0,NA,NA,NA,NA,2017,1,7,2,24,59,NA,NA
AGPE,111,1,111_109,1,2.989,1.961,2012,1,2012,4,NA,NA,NA,NA,NA,2013,1,7,2,NA,NA,NA,NA
AGPE,111,1,111_109,1,2.989,1.961,2012,1,2013,7,2,NA,NA,NA,NA,2014,1,10,3,NA,NA,NA,NA
AGPE,111,1,111_109,1,2.989,1.961,2012,1,2014,10,3,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_109,1,2.989,1.961,2017,1,2016,NA,NA,NA,NA,NA,NA,2017,1,1,NA,NA,NA,NA,NA
AGPE,111,1,111_11,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_110,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_111,1,NA,NA,2012,NA,2012,3,NA,NA,NA,NA,NA,2013,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_111,1,NA,NA,2012,NA,2013,3,1,NA,NA,NA,NA,2014,1,2,1,NA,NA,NA,NA
AGPE,111,1,111_111,1,NA,NA,2012,NA,2014,2,1,NA,NA,NA,NA,2015,1,3,2,45,38,NA,NA
AGPE,111,1,111_111,1,NA,NA,2012,NA,2015,3,2,45,38,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_112,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_113,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_114,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
AGPE,111,1,111_114,1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_115,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_116,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_117,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_118,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_119,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_119,1,NA,NA,2012,NA,2013,3,1,NA,NA,NA,NA,2014,1,4,1,NA,NA,NA,NA
AGPE,111,1,111_119,1,NA,NA,2012,NA,2014,4,1,NA,NA,NA,NA,2015,1,3,0,NA,NA,NA,NA
AGPE,111,1,111_119,1,NA,NA,2012,NA,2015,3,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_12,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_120,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,4,0,NA,NA,NA,NA
AGPE,111,1,111_120,1,NA,NA,2012,NA,2013,4,0,NA,NA,NA,NA,2014,1,11,1,NA,NA,NA,NA
AGPE,111,1,111_120,1,NA,NA,2012,NA,2014,11,1,NA,NA,NA,NA,2015,1,7,2,19,32,NA,NA
AGPE,111,1,111_120,1,NA,NA,2012,NA,2015,7,2,19,32,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_121,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_122,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
AGPE,111,1,111_122,1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_122,1,NA,NA,2012,NA,2014,3,1,NA,NA,NA,NA,2015,1,2,1,12,NA,NA,NA
AGPE,111,1,111_122,1,NA,NA,2012,NA,2015,2,1,12,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_123,1,2.341,1.508,2012,1,2012,1,NA,NA,NA,NA,NA,2013,1,6,1,NA,NA,NA,NA
AGPE,111,1,111_123,1,2.341,1.508,2012,1,2013,6,1,NA,NA,NA,NA,2014,1,9,2,NA,NA,NA,NA
AGPE,111,1,111_123,1,2.341,1.508,2012,1,2014,9,2,NA,NA,NA,NA,2015,1,8,2,25,77,NA,NA
AGPE,111,1,111_123,1,2.341,1.508,2012,1,2015,8,2,25,77,NA,NA,2016,1,4,1,109,NA,NA,NA
AGPE,111,1,111_123,1,2.341,1.508,2012,1,2016,4,1,109,NA,NA,NA,2017,1,3,1,67,NA,NA,NA
AGPE,111,1,111_124,1,NA,NA,2012,1,2012,1,NA,NA,NA,NA,NA,2013,1,7,2,NA,NA,NA,NA
AGPE,111,1,111_124,1,NA,NA,2012,1,2013,7,2,NA,NA,NA,NA,2014,1,14,6,NA,NA,NA,NA
AGPE,111,1,111_124,1,NA,NA,2012,1,2014,14,6,NA,NA,NA,NA,2015,1,5,2,16,29,NA,NA
AGPE,111,1,111_124,1,NA,NA,2012,1,2015,5,2,16,29,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_125,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
AGPE,111,1,111_125,1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_126,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_126,1,NA,NA,2012,NA,2013,2,0,NA,NA,NA,NA,2014,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_127,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_128,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_129,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_13,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_130,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_131,1,NA,NA,2012,1,2012,1,NA,NA,NA,NA,NA,2013,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_131,1,NA,NA,2012,1,2013,3,1,NA,NA,NA,NA,2014,1,4,1,NA,NA,NA,NA
AGPE,111,1,111_131,1,NA,NA,2012,1,2014,4,1,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_132,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_132,1,NA,NA,2012,NA,2013,2,0,NA,NA,NA,NA,2014,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_132,1,NA,NA,2012,NA,2014,3,1,NA,NA,NA,NA,2015,1,5,2,59,74,NA,NA
AGPE,111,1,111_132,1,NA,NA,2012,NA,2015,5,2,59,74,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_133,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,1,0,NA,NA,NA,NA
AGPE,111,1,111_133,1,NA,NA,2012,NA,2013,1,0,NA,NA,NA,NA,2014,1,3,0,NA,NA,NA,NA
AGPE,111,1,111_133,1,NA,NA,2012,NA,2014,3,0,NA,NA,NA,NA,2015,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_133,1,NA,NA,2012,NA,2015,2,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_134,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,4,0,NA,NA,NA,NA
AGPE,111,1,111_134,1,NA,NA,2012,NA,2013,4,0,NA,NA,NA,NA,2014,1,6,1,NA,NA,NA,NA
AGPE,111,1,111_134,1,NA,NA,2012,NA,2014,6,1,NA,NA,NA,NA,2015,1,2,1,22,NA,NA,NA
AGPE,111,1,111_134,1,NA,NA,2012,NA,2015,2,1,22,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_135,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,3,0,NA,NA,NA,NA
AGPE,111,1,111_135,1,NA,NA,2012,NA,2013,3,0,NA,NA,NA,NA,2014,1,7,2,NA,NA,NA,NA
AGPE,111,1,111_135,1,NA,NA,2012,NA,2014,7,2,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_136,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_136,1,NA,NA,2012,NA,2013,2,0,NA,NA,NA,NA,2014,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_136,1,NA,NA,2012,NA,2014,3,1,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_137,1,NA,NA,2012,1,2012,3,NA,NA,NA,NA,NA,2013,1,5,2,NA,NA,NA,NA
AGPE,111,1,111_137,1,NA,NA,2012,1,2013,5,2,NA,NA,NA,NA,2014,1,14,6,NA,NA,NA,NA
AGPE,111,1,111_137,1,NA,NA,2012,1,2014,14,6,NA,NA,NA,NA,2015,1,2,0,NA,NA,NA,NA
AGPE,111,1,111_137,1,NA,NA,2012,1,2015,2,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_138,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_139,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_14,1,NA,NA,2011,NA,2011,1,NA,NA,NA,NA,NA,2012,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_140,1,NA,NA,2012,1,2012,3,NA,NA,NA,NA,NA,2013,1,5,2,NA,NA,NA,NA
AGPE,111,1,111_140,1,NA,NA,2012,1,2013,5,2,NA,NA,NA,NA,2014,1,14,5,NA,NA,NA,NA
AGPE,111,1,111_140,1,NA,NA,2012,1,2014,14,5,NA,NA,NA,NA,2015,1,1,0,NA,NA,NA,NA
AGPE,111,1,111_140,1,NA,NA,2012,1,2015,1,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_141,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,4,1,NA,NA,NA,NA
AGPE,111,1,111_141,1,NA,NA,2012,NA,2013,4,1,NA,NA,NA,NA,2014,1,4,2,NA,NA,NA,NA
AGPE,111,1,111_141,1,NA,NA,2012,NA,2014,4,2,NA,NA,NA,NA,2015,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_142,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_143,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_144,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,3,1,NA,NA,NA,NA
AGPE,111,1,111_144,1,NA,NA,2012,NA,2013,3,1,NA,NA,NA,NA,2014,1,3,2,NA,NA,NA,NA
AGPE,111,1,111_144,1,NA,NA,2012,NA,2014,3,2,NA,NA,NA,NA,2015,1,4,0,NA,NA,NA,NA
AGPE,111,1,111_144,1,NA,NA,2012,NA,2015,4,0,NA,NA,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_145,1,NA,NA,2012,NA,2012,2,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_146,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_147,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_148,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,0,NA,NA,NA,NA,NA,NA
AGPE,111,1,111_149,1,NA,NA,2012,NA,2012,1,NA,NA,NA,NA,NA,2013,1,5,0,NA,NA,NA,NA
AGPE,111,1,111_149,1,NA,NA,2012,NA,2013,5,0,NA,NA,NA,NA,2014,1,9,4,NA,NA,NA,NA
AGPE,111,1,111_149,1,NA,NA,2012,NA,2014,9,4,NA,NA,NA,NA,2015,1,5,3,104,92,NA,NA
AGPE,111,1,111_149,1,NA,NA,2012,NA,2015,5,3,104,92,NA,NA,2016,0,NA,NA,NA,NA,NA,NA
