"","draw","R0_em","R0_ep","G_em","G_ep","lambda_em","lambda_ep","lambda_em_vt","lambda_ep_vt","pRep_em","pRep_ep","La_em","La_ep","matlifexp_em","matlifexp_ep","meanelexp_em","meanelexp_ep","entropyd_em","entropyd_ep","entropyk_em","entropyk_ep","firstrepro_em","firstrepro_ep","isergodic","isirreducible","shape_surv_em","shape_surv_ep","shape_rep_em","shape_rep_ep","longevity_em","longevity_ep","species"
"1",NA,0.204312375514248,0.319856047054013,2.46830639912446,5.8123903500296,0.525503341203594,0.821919504042171,NA,NA,0.358113836775636,0.614197893293675,2,2,-0.272515356186188,0.970467678507938,1.72748464381381,2.97046767850794,1.33469919466668,1.6162425354507,NA,NA,1.13249848275165,1.31907745702614,TRUE,TRUE,-0.000931031705837304,-0.0711405317397752,0.288084820628909,0.321459004103711,6,15,"AGPE"
"2",NA,0.104820688654099,0.248343901464966,2.23038834867169,2.59821603049452,0.363760092637537,0.585017036579627,NA,NA,0.227201610371268,0.378940287071567,2,2,-0.689419345593278,-0.367382637923606,1.31058065440672,1.63261736207639,1.23936455649335,1.17552293705301,NA,NA,1.16083504161451,1.18495241967588,TRUE,TRUE,-0.0512168425713445,-0.00157689428844299,0.299663597923039,0.284707820993671,4,5,"AGPE"
"3",NA,0.211426831218804,0.41125354611572,2.37176329188708,3.95351977877319,0.519360742346946,0.79871753264435,NA,NA,0.326429635212064,0.619241321613153,2,2,-0.466890081245079,0.743812500342129,1.53310991875492,2.74381250034213,1.22773407997789,1.77345791064822,NA,NA,1.12437765107942,1.2753113102171,TRUE,TRUE,-0.0286714238981017,-0.0306466112455345,0.294447824679238,0.311234805328204,5,12,"AGPE"
"4",NA,0.338135758859747,0.141290157635204,2.8689624877378,2.64983577979205,0.685268718856123,0.477823645459273,NA,NA,0.397622028952261,0.413206892285288,2,2,-0.0996907794384487,-0.236501488368944,1.90030922056155,1.76349851163106,1.53041809868614,1.54408679051498,NA,NA,1.3274534336907,1.40473163636315,TRUE,TRUE,-0.0127530494399457,0.00217223177861037,0.309031434740604,0.293002844251702,8,6,"AGPE"
"5",NA,0.16450147459522,0.0968237358145352,2.1767938930496,4.11491785850588,0.436430694050636,0.566989627350606,NA,NA,0.180776629512457,0.372928372828948,2,2,-0.759607234318148,-0.361325221187972,1.24039276568185,1.63867477881203,1.04786719393613,1.40518406144617,NA,NA,1.10927474634964,1.27508720412975,TRUE,TRUE,-0.0375453156155638,0.000682069088239368,0.313887929442507,0.281232355379561,4,5,"AGPE"
"6",NA,0.101156158511608,0.216134605794746,3.63645390530084,4.64919808523511,0.53257365914142,0.719292085003481,NA,NA,0.256943453332113,0.335052970484081,2,2,-0.551441606424784,-0.405643029393934,1.44855839357522,1.59435697060607,1.41760256339212,1.43889450530336,NA,NA,1.15192825585841,1.39074689037681,TRUE,TRUE,-0.0821352087758355,-0.0729794861116467,0.331048814783736,0.318572852344603,6,6,"AGPE"
"7",NA,0.122276248765017,0.115862888405575,2.29522828567836,2.31844595846507,0.400283112663572,0.394691062567235,NA,NA,0.303537096637188,0.36971882753998,2,2,-0.514783160553198,-0.377777634515133,1.4852168394468,1.62222236548487,1.19227096636663,1.28802184163806,NA,NA,1.15355700906808,1.30121300270052,TRUE,TRUE,-0.0148692261939362,0.00389346103513466,0.300281523197699,0.283598728390098,5,5,"AGPE"
"8",NA,0.227074333910572,0.14011271290848,2.39871942079954,3.06545763498165,0.539005841784568,0.526705298911136,NA,NA,0.387146977755187,0.44133330149229,2,2,-0.290602921166105,-0.193939410834501,1.7093970788339,1.8060605891655,1.24618733903736,1.23806364162463,NA,NA,1.16433883308712,1.28416774125011,TRUE,TRUE,0.0297941633606084,-0.00194907556187895,0.295603206695354,0.293814362599335,6,6,"AGPE"
"9",NA,0.140302177574734,0.166715397281435,2.49999442328744,4.45086062142741,0.45585319556555,0.668646980680197,NA,NA,0.328529988538449,0.519148635461462,2,2,-0.407612528018352,0.266489910237105,1.59238747198165,2.26648991023711,1.33525060699771,1.61979328710342,NA,NA,1.25261809027136,1.28752962674593,TRUE,TRUE,0.0250054868945694,-0.0409067689419268,0.308462283459913,0.306084076455328,6,9,"AGPE"
"10",NA,0.515236054586584,0.363447790598329,3.02161317852567,4.11603263819098,0.80295044242629,0.7820028536204,NA,NA,0.427231296203246,0.480578017588104,2,2,-0.117208851362124,0.0252551105130856,1.88279114863788,2.02525511051309,1.45664632192948,1.5919456839177,NA,NA,1.13942236820527,1.37049050159601,TRUE,TRUE,0.0221547053827907,-0.0845048415362086,0.298633522070851,0.326916145289217,7,9,"AGPE"
