"","R0_em","R0_ep","G_em","G_ep","lambda_em","lambda_ep","pRep_em","pRep_ep","La_em","La_ep","matlifexp_em","matlifexp_ep","meanelexp_em","meanelexp_ep","entropyd_em","entropyd_ep","entropyk_em","entropyk_ep","gini_em","gini_ep","longevity_em","longevity_ep","species"
"415",0.0224593671782952,0.0404923372014514,2.37090354797348,3.82017329662623,0.201675078345242,0.431970864237908,1,1,1,1,0.217221488981579,0.429053698269283,1.21722148898158,1.42905369826928,1.06425837268611,1.4385121938948,0.372637449833121,0.560853686095832,0,0,3,5,"POAL"
"416",0.0423475168636533,0.110403359212922,2.08465276402845,2.89058544405038,0.219429286811866,0.466572429064827,1,1,1,1,0.189252417452145,0.332520865101334,1.18925241745214,1.33252086510133,0.968201020528523,1.20368060824716,0.35982633659189,0.479126776386,0,0,3,4,"POAL"
"417",0.0255672508900163,0.131670063839346,4.36705197921781,4.2794287143713,0.431896477927647,0.622651746494791,1,1,1,1,0.253455213799251,0.752647635785175,1.25345521379925,1.75264763578518,1.37853190239421,1.70082007712133,0.43768951020659,0.7602378967337,0,0,4,8,"POAL"
"418",0.0208149525071463,0.0441957026455187,2.74301112548382,3.11311814415399,0.243748596400594,0.367169970233583,1,1,1,1,0.143341411692687,0.36381355344459,1.14334141169269,1.36381355344459,0.825430115857337,1.25855625752451,0.299017279378401,0.505771433094814,0,0,3,4,"POAL"
"419",0.0243391460470323,0.0249203748180519,1.97161296271986,2.46814821678014,0.151892307981756,0.224049901258342,1,1,1,1,0.0663682102396992,0.134276242888832,1.0663682102397,1.13427624288883,1.01996493799369,1.06081507628091,0.184377738661048,0.288898612742792,0,0,2,3,"POAL"
"420",0.0305754986691218,0.0343165019044292,1.93463649577,3.02752869053136,0.164854284394367,0.328301695903645,1,1,1,1,0.2250693249651,0.268049172410993,1.2250693249651,1.26804917241099,0.92206244363203,1.17624528173465,0.37353663846826,0.438298906969011,0,0,3,4,"POAL"
"421",0.0766754877925867,0.0820591424107365,1.52923015157459,3.03508006363266,0.186487774097809,0.438758864620099,1,1,1,1,0.21493054140484,0.555498179564209,1.21493054140484,1.55549817956421,0.878803004452878,1.40638926221157,0.370120575893012,0.587016405566612,0,0,3,5,"POAL"
"422",0.0208819923258266,0.0450748242252248,1.73706032377219,3.8139202149169,0.107824509464612,0.443675035664138,1,1,1,1,0.205518976179942,0.501300083401776,1.20551897617994,1.50130008340178,0.979093452129111,1.42577023659478,0.332352176790881,0.5833465306262,0,0,3,5,"POAL"
"423",0.0910500895797317,0.180570970118472,2.42865997237607,2.98974379698472,0.372806962039483,0.564112811932304,1,1,1,1,0.403825332945068,0.495974905155605,1.40382533294507,1.49597490515561,1.30051463842715,1.35782286021256,0.494117905166647,0.586998569600319,0,0,4,5,"POAL"
"424",0.0220404080502339,0.0693462060559549,4.1605468627474,5.02632195895005,0.399749414271232,0.588055630985276,1,1,1,1,0.339908766845711,0.917436145856974,1.33990876684571,1.91743614585697,1.46878056512866,1.7146006968984,0.472727525688335,0.750913586762209,0,0,4,8,"POAL"
"425",0.0317750446104176,0.0519892703580924,2.20480529605884,5.13505877773074,0.209225208340846,0.562260241727348,1,1,1,1,0.136498070640071,0.593115709836842,1.13649807064007,1.59311570983684,1.22792739064503,1.6354127408356,0.297712686876853,0.683999680437736,0,0,3,7,"POAL"
"426",0.0158334596217026,0.0227195882341474,3.73270604609606,3.18800673859324,0.329353648594135,0.305100478673569,1,1,1,1,0.216080893027125,0.277084317518453,1.21608089302713,1.27708431751845,0.74327638056548,1.17326394138435,0.353742181741162,0.438590867716833,0,0,3,4,"POAL"
"427",0.0341238984499768,0.0737662659813039,1.50337387755037,2.34291737490062,0.105738668572545,0.32868584109136,1,1,1,1,0.0881567830000591,0.225949716414374,1.08815678300006,1.22594971641437,0.780532236886677,1.08933996820668,0.221050767866453,0.389453583525884,0,0,2,3,"POAL"
"428",0.0380527807625179,0.0403404829581183,1.8136509779669,2.77060328113184,0.164915686097898,0.313882450147479,1,1,1,1,0.106282098394703,0.201885536570199,1.1062820983947,1.2018855365702,0.329283606845795,1.05338788639473,0.238093278992072,0.368797258450129,0,0,2,3,"POAL"
"429",0.0876613566911348,0.043375293384701,2.22760085020037,2.5807538729396,0.335283644137482,0.296451521853105,1,1,1,1,0.243510029725531,0.269562262020438,1.24351002972553,1.26956226202044,1.00447470582066,1.22080999151085,0.389683019535596,0.434520765465187,0,0,3,4,"POAL"
"430",0.0473271619836073,0.062700326619018,2.2516877184194,4.40199234377516,0.25798922117069,0.53305981633077,1,1,1,1,0.159568794903924,0.775212166779284,1.15956879490392,1.77521216677928,1.11610371382935,1.59242538869555,0.310939296120104,0.686750008691394,0,0,3,7,"POAL"
"431",0.0253860190629501,0.0649343397258204,1.90194112929234,3.67016792490437,0.144933885928539,0.474720902931464,1,1,1,1,0.130225882711965,0.516770166151015,1.13022588271196,1.51677016615102,1.12991717440032,1.4255186123161,0.284103714971929,0.613705900936409,0,0,3,6,"POAL"
"432",0.0419532373466927,0.0558305633860331,1.96169482211286,2.90510377797517,0.198580410471785,0.370378740107997,1,1,1,1,0.205458557617907,0.328136222581878,1.20545855761791,1.32813622258188,1.0939345594694,1.25844551837976,0.342550262160434,0.485829531598488,0,0,3,4,"POAL"
"433",0.0542842860888156,0.0585477540513978,1.9757562490134,3.76950188111699,0.228862111192892,0.471016844317852,1,1,1,1,0.248173145860872,0.438280027917348,1.24817314586087,1.43828002791735,0.726626351818428,1.42241899456526,0.357402047682255,0.574134978052678,0,0,3,5,"POAL"
"434",0.0324586873872421,0.0234953580101909,3.2501166913909,3.96056703472797,0.348308787461874,0.387874055189009,1,1,1,1,0.439815342253186,0.455282964999131,1.43981534225319,1.45528296499913,1.41554103866058,1.37576767160699,0.546770137978613,0.539265139046392,0,0,5,5,"POAL"
"435",0.0266962727126901,0.0452722558422193,1.76099226682509,2.81450652764548,0.127773748386703,0.33297710489769,1,1,1,1,0.123621675456948,0.203351765182862,1.12362167545695,1.20335176518286,1.09567551587092,0.991478859377669,0.267379708858782,0.368964460111989,0,0,3,3,"POAL"
"436",0.0229368589101943,0.0299580683774351,2.75423646816539,3.2202146843389,0.253949598990763,0.336433462127118,1,1,1,1,0.192503237095803,0.348958099543236,1.1925032370958,1.34895809954324,1.06236886984989,1.16990094609651,0.358866545327767,0.474775373141762,0,0,3,4,"POAL"
"437",0.0252851483621407,0.0560855557731127,5.01838088946314,5.82509117908925,0.480554966856875,0.609837096354105,1,1,1,1,0.13249781281386,1.03805515679626,1.13249781281386,2.03805515679626,0.911379870581247,1.7630000084294,0.258265748192323,0.7924588097065,0,0,2,9,"POAL"
"438",0.045030128786863,0.0405626114467263,2.47266993112996,3.19498708087394,0.285396222543219,0.366738829817356,1,1,1,1,0.289526776498157,0.339912571287139,1.28952677649816,1.33991257128714,1.25876318783994,1.24160406664977,0.392490068455775,0.488414743032228,0,0,3,4,"POAL"
